precipitation,date,temp_max,temp_min,wind,weather,year,month
6.4,2014-06-13,15.6,11.1,5.0,rain,2014,6
0.0,2014-06-14,17.8,11.7,3.2,sun,2014,6
0.5,2014-06-15,18.3,10.0,3.6,rain,2014,6
3.6,2014-06-16,17.8,8.9,2.4,rain,2014,6
1.3,2014-06-17,17.8,10.0,3.0,rain,2014,6
0.0,2014-06-18,18.9,11.1,2.7,sun,2014,6
0.8,2014-06-19,25.6,11.7,3.7,rain,2014,6
0.3,2014-06-20,20.0,10.0,3.4,rain,2014,6
0.0,2014-06-21,22.2,10.6,3.6,sun,2014,6
0.0,2014-06-22,25.0,11.1,2.7,sun,2014,6
0.0,2014-06-23,25.0,13.3,2.5,sun,2014,6
0.0,2014-06-24,24.4,14.4,2.5,sun,2014,6
0.0,2014-06-25,26.1,13.9,2.4,sun,2014,6
0.0,2014-06-26,21.1,14.4,4.1,sun,2014,6
1.8,2014-06-27,21.1,13.9,4.5,rain,2014,6
2.3,2014-06-28,20.0,13.3,4.3,rain,2014,6
0.0,2014-06-29,20.6,12.8,3.2,sun,2014,6
0.0,2014-06-30,25.6,12.8,4.4,sun,2014,6
0.0,2014-07-01,34.4,15.6,3.5,sun,2014,7
0.0,2014-07-02,27.2,14.4,3.6,sun,2014,7
0.0,2014-07-03,21.7,13.9,3.1,sun,2014,7
0.0,2014-07-04,23.9,13.9,3.6,sun,2014,7
0.0,2014-07-05,24.4,13.3,2.2,fog,2014,7
0.0,2014-07-06,28.9,15.0,3.0,sun,2014,7
0.0,2014-07-07,27.2,17.8,4.1,fog,2014,7
0.0,2014-07-08,30.0,15.6,3.5,sun,2014,7
0.0,2014-07-09,26.7,13.9,2.3,sun,2014,7
0.0,2014-07-10,28.9,12.8,2.2,fog,2014,7
0.0,2014-07-11,31.1,15.0,2.2,sun,2014,7
0.0,2014-07-12,32.2,16.7,2.2,sun,2014,7
0.0,2014-07-13,29.4,15.0,2.6,sun,2014,7
0.0,2014-07-14,27.8,15.0,2.8,sun,2014,7
0.0,2014-07-15,31.1,13.9,2.3,sun,2014,7
0.0,2014-07-16,31.1,14.4,2.4,sun,2014,7
0.0,2014-07-17,26.7,13.9,3.7,sun,2014,7
0.0,2014-07-18,23.9,11.7,2.8,sun,2014,7
0.0,2014-07-19,25.6,15.0,5.4,fog,2014,7
0.0,2014-07-20,19.4,14.4,2.8,sun,2014,7
0.0,2014-07-21,23.9,13.3,2.2,sun,2014,7
0.3,2014-07-22,21.1,13.3,1.1,rain,2014,7
19.3,2014-07-23,18.9,13.3,3.3,rain,2014,7
0.0,2014-07-24,20.6,12.8,4.7,sun,2014,7
0.0,2014-07-25,22.8,12.2,2.7,sun,2014,7
0.0,2014-07-26,26.1,13.3,3.6,sun,2014,7
0.0,2014-07-27,28.3,15.0,4.1,sun,2014,7
0.0,2014-07-28,30.6,15.0,3.7,sun,2014,7
0.0,2014-07-29,30.0,15.6,2.8,sun,2014,7
0.0,2014-07-30,29.4,14.4,3.4,sun,2014,7
0.0,2014-07-31,30.6,17.8,4.1,sun,2014,7
0.0,2014-08-01,28.9,15.0,3.3,sun,2014,8
0.5,2014-08-02,29.4,15.6,1.7,rain,2014,8
0.0,2014-08-03,31.7,14.4,2.6,sun,2014,8
0.0,2014-08-04,32.8,16.1,2.6,sun,2014,8
0.0,2014-08-05,25.0,13.9,2.7,sun,2014,8
0.0,2014-08-06,26.1,15.0,2.2,fog,2014,8
0.0,2014-08-07,25.6,13.3,2.4,fog,2014,8
0.0,2014-08-08,25.6,13.3,2.9,sun,2014,8
0.0,2014-08-09,27.2,15.6,4.1,sun,2014,8
0.0,2014-08-10,30.6,13.9,3.4,sun,2014,8
0.5,2014-08-11,35.6,17.8,2.6,rain,2014,8
12.7,2014-08-12,27.2,17.2,3.1,rain,2014,8
21.6,2014-08-13,23.3,15.0,2.7,rain,2014,8
0.0,2014-08-14,21.1,17.2,0.6,sun,2014,8
1.0,2014-08-15,24.4,16.7,1.5,rain,2014,8
0.0,2014-08-16,25.6,15.6,2.2,sun,2014,8
0.0,2014-08-17,27.8,15.0,2.8,sun,2014,8
0.0,2014-08-18,29.4,15.6,3.3,sun,2014,8
0.0,2014-08-19,27.2,15.6,2.4,sun,2014,8
0.0,2014-08-20,21.7,13.9,3.6,sun,2014,8
0.0,2014-08-21,21.1,11.1,1.7,sun,2014,8
0.0,2014-08-22,23.9,13.3,2.9,sun,2014,8
0.0,2014-08-23,27.8,13.9,2.0,sun,2014,8
0.0,2014-08-24,25.0,13.3,2.3,sun,2014,8
0.0,2014-08-25,28.9,14.4,2.0,sun,2014,8
0.0,2014-08-26,31.1,15.6,1.8,sun,2014,8
0.0,2014-08-27,28.9,16.1,1.6,sun,2014,8
0.0,2014-08-28,23.3,14.4,2.3,sun,2014,8
0.0,2014-08-29,22.8,15.0,3.4,sun,2014,8
8.4,2014-08-30,17.8,15.0,2.2,rain,2014,8
1.3,2014-08-31,21.1,13.9,1.9,rain,2014,8
0.0,2014-09-01,23.3,12.8,2.5,sun,2014,9
3.0,2014-09-02,20.0,13.9,4.3,rain,2014,9
0.0,2014-09-03,20.6,12.8,2.7,sun,2014,9
0.0,2014-09-04,23.9,11.1,3.1,fog,2014,9
0.0,2014-09-05,27.8,13.9,6.5,fog,2014,9
0.0,2014-09-06,32.2,15.0,2.9,sun,2014,9
0.0,2014-09-07,28.3,13.3,2.1,sun,2014,9
0.0,2014-09-08,21.1,13.3,2.8,sun,2014,9
0.0,2014-09-09,21.7,13.3,2.3,sun,2014,9
0.0,2014-09-10,22.2,12.2,3.9,sun,2014,9
0.0,2014-09-11,24.4,12.8,5.3,sun,2014,9
0.0,2014-09-12,24.4,12.8,5.9,sun,2014,9
0.0,2014-09-13,28.3,10.0,4.2,sun,2014,9
0.0,2014-09-14,30.0,11.7,1.8,sun,2014,9
0.0,2014-09-15,30.6,12.2,1.2,sun,2014,9
0.0,2014-09-16,22.2,13.9,2.8,sun,2014,9
0.5,2014-09-17,22.8,14.4,2.3,rain,2014,9
0.3,2014-09-18,19.4,15.0,3.1,rain,2014,9
0.0,2014-09-19,23.9,16.1,2.8,sun,2014,9
0.0,2014-09-20,24.4,14.4,4.4,fog,2014,9
0.0,2014-09-21,26.1,12.8,3.0,sun,2014,9
0.3,2014-09-22,22.2,15.0,2.1,rain,2014,9
18.3,2014-09-23,18.9,14.4,2.5,rain,2014,9
20.3,2014-09-24,18.9,14.4,2.7,rain,2014,9
4.3,2014-09-25,21.7,14.4,2.5,rain,2014,9
8.9,2014-09-26,20.0,13.9,3.3,rain,2014,9
0.0,2014-09-27,20.6,11.7,3.2,fog,2014,9
0.0,2014-09-28,18.9,12.2,2.0,fog,2014,9
0.8,2014-09-29,16.7,11.1,3.5,rain,2014,9
0.0,2014-09-30,19.4,12.2,2.6,sun,2014,9
0.0,2014-10-01,18.3,11.1,2.1,sun,2014,10
0.0,2014-10-02,19.4,10.0,2.0,sun,2014,10
0.0,2014-10-03,22.2,8.9,1.0,sun,2014,10
0.0,2014-10-04,21.7,12.2,1.2,sun,2014,10
0.0,2014-10-05,23.9,11.7,1.4,fog,2014,10
0.0,2014-10-06,25.6,13.3,2.5,fog,2014,10
0.0,2014-10-07,18.9,13.9,1.0,fog,2014,10
0.0,2014-10-08,20.6,12.8,1.8,fog,2014,10
0.0,2014-10-09,17.2,11.1,1.0,fog,2014,10
0.3,2014-10-10,18.3,10.0,3.8,rain,2014,10
7.4,2014-10-11,18.3,11.7,3.5,rain,2014,10
0.0,2014-10-12,17.8,11.7,2.1,sun,2014,10
7.6,2014-10-13,21.1,10.0,3.1,rain,2014,10
7.1,2014-10-14,16.7,11.7,2.2,rain,2014,10
8.6,2014-10-15,16.1,11.7,4.7,rain,2014,10
0.0,2014-10-16,20.6,11.1,3.3,sun,2014,10
3.3,2014-10-17,16.7,11.7,3.0,rain,2014,10
15.0,2014-10-18,19.4,13.9,1.9,rain,2014,10
0.0,2014-10-19,22.2,12.8,3.2,sun,2014,10
11.7,2014-10-20,16.1,12.2,3.1,rain,2014,10
1.0,2014-10-21,16.1,11.7,4.7,rain,2014,10
32.0,2014-10-22,15.6,11.7,5.0,rain,2014,10
9.4,2014-10-23,14.4,8.3,4.6,rain,2014,10
4.1,2014-10-24,14.4,8.9,3.2,rain,2014,10
6.1,2014-10-25,16.7,8.3,5.4,rain,2014,10
1.5,2014-10-26,12.8,7.8,5.0,rain,2014,10
0.8,2014-10-27,15.6,6.7,2.4,rain,2014,10
12.7,2014-10-28,15.0,9.4,3.9,rain,2014,10
0.5,2014-10-29,16.7,11.7,3.1,rain,2014,10
25.4,2014-10-30,15.6,11.1,3.2,rain,2014,10
17.0,2014-10-31,12.8,8.3,2.0,rain,2014,10
0.0,2014-11-01,11.1,7.2,1.2,fog,2014,11
1.8,2014-11-02,13.3,7.2,2.9,rain,2014,11
10.9,2014-11-03,13.9,11.1,4.8,rain,2014,11
4.1,2014-11-04,14.4,10.6,3.3,rain,2014,11
4.8,2014-11-05,15.0,10.6,2.1,rain,2014,11
4.1,2014-11-06,16.7,10.6,6.7,rain,2014,11
0.0,2014-11-07,14.4,7.2,2.3,sun,2014,11
0.0,2014-11-08,12.8,3.9,0.8,fog,2014,11
5.1,2014-11-09,13.3,7.8,3.0,rain,2014,11
0.0,2014-11-10,11.1,5.6,3.9,sun,2014,11
0.0,2014-11-11,7.8,1.1,7.7,sun,2014,11
0.0,2014-11-12,6.7,0.0,7.6,sun,2014,11
0.0,2014-11-13,7.2,0.6,4.7,sun,2014,11
0.0,2014-11-14,7.2,-2.1,4.5,sun,2014,11
0.0,2014-11-15,8.3,-1.6,4.2,sun,2014,11
0.0,2014-11-16,9.4,-2.1,4.2,sun,2014,11
0.0,2014-11-17,10.6,-2.1,1.9,sun,2014,11
0.0,2014-11-18,7.2,-0.5,0.9,sun,2014,11
0.0,2014-11-19,11.1,2.2,1.9,sun,2014,11
3.6,2014-11-20,11.1,5.6,2.1,rain,2014,11
15.2,2014-11-21,11.1,8.3,4.7,rain,2014,11
0.5,2014-11-22,9.4,6.7,4.7,rain,2014,11
11.9,2014-11-23,12.8,5.6,5.1,rain,2014,11
1.3,2014-11-24,11.7,4.4,3.8,rain,2014,11
18.3,2014-11-25,13.9,9.4,4.5,rain,2014,11
0.3,2014-11-26,15.0,12.2,3.9,rain,2014,11
3.3,2014-11-27,14.4,11.7,6.6,rain,2014,11
34.3,2014-11-28,12.8,3.3,5.8,rain,2014,11
3.6,2014-11-29,4.4,-4.3,5.3,snow,2014,11
0.0,2014-11-30,2.8,-4.9,4.4,sun,2014,11
0.0,2014-12-01,4.4,-3.2,2.2,sun,2014,12
0.0,2014-12-02,5.6,-3.2,5.7,fog,2014,12
0.0,2014-12-03,10.0,0.0,3.6,sun,2014,12
0.8,2014-12-04,8.3,3.9,1.1,rain,2014,12
3.0,2014-12-05,12.8,6.7,3.1,rain,2014,12
7.4,2014-12-06,11.7,7.8,3.6,rain,2014,12
0.0,2014-12-07,14.4,6.1,2.8,sun,2014,12
9.1,2014-12-08,14.4,8.9,4.2,rain,2014,12
9.9,2014-12-09,16.1,10.6,5.1,rain,2014,12
13.0,2014-12-10,18.9,10.0,6.7,rain,2014,12
6.9,2014-12-11,14.4,8.3,6.4,rain,2014,12
0.0,2014-12-12,11.1,7.2,3.7,sun,2014,12
0.0,2014-12-13,10.0,3.9,1.1,fog,2014,12
0.0,2014-12-14,12.8,1.7,3.5,fog,2014,12
0.0,2014-12-15,12.2,6.7,5.9,sun,2014,12
0.0,2014-12-16,10.0,8.3,4.0,sun,2014,12
2.8,2014-12-17,8.9,6.1,1.6,rain,2014,12
13.0,2014-12-18,9.4,6.7,3.1,rain,2014,12
3.0,2014-12-19,11.1,7.2,4.3,rain,2014,12
19.6,2014-12-20,12.8,6.7,5.5,rain,2014,12
0.0,2014-12-21,12.8,10.0,5.2,sun,2014,12
0.0,2014-12-22,10.6,6.1,1.5,sun,2014,12
20.6,2014-12-23,12.2,5.0,3.8,rain,2014,12
5.3,2014-12-24,7.2,3.9,1.8,rain,2014,12
0.0,2014-12-25,7.8,2.8,2.2,fog,2014,12
0.0,2014-12-26,5.6,1.7,1.2,fog,2014,12
3.3,2014-12-27,9.4,4.4,4.9,rain,2014,12
4.1,2014-12-28,6.7,2.8,1.8,rain,2014,12
0.0,2014-12-29,6.1,0.6,4.3,fog,2014,12
0.0,2014-12-30,3.3,-2.1,3.6,sun,2014,12
0.0,2014-12-31,3.3,-2.7,3.0,sun,2014,12
0.0,2015-01-01,5.6,-3.2,1.2,sun,2015,1
1.5,2015-01-02,5.6,0.0,2.3,rain,2015,1
0.0,2015-01-03,5.0,1.7,1.7,fog,2015,1
10.2,2015-01-04,10.6,3.3,4.5,rain,2015,1
8.1,2015-01-05,12.2,9.4,6.4,rain,2015,1
0.0,2015-01-06,12.2,6.1,1.3,fog,2015,1
0.0,2015-01-07,7.8,5.6,1.6,fog,2015,1
0.0,2015-01-08,7.8,1.7,2.6,fog,2015,1
0.3,2015-01-09,10.0,3.3,0.6,rain,2015,1
5.8,2015-01-10,7.8,6.1,0.5,rain,2015,1
1.5,2015-01-11,9.4,7.2,1.1,rain,2015,1
0.0,2015-01-12,11.1,4.4,1.6,fog,2015,1
0.0,2015-01-13,9.4,2.8,2.7,fog,2015,1
0.0,2015-01-14,6.1,0.6,2.8,fog,2015,1
9.7,2015-01-15,7.8,1.1,3.2,rain,2015,1
0.0,2015-01-16,11.7,5.6,4.5,fog,2015,1
26.2,2015-01-17,13.3,3.3,2.8,rain,2015,1
21.3,2015-01-18,13.9,7.2,6.6,rain,2015,1
0.5,2015-01-19,10.0,6.1,2.8,rain,2015,1
0.0,2015-01-20,10.0,3.3,3.0,fog,2015,1
0.0,2015-01-21,7.2,-0.5,1.3,fog,2015,1
0.8,2015-01-22,9.4,6.1,1.3,rain,2015,1
5.8,2015-01-23,12.2,8.3,2.6,rain,2015,1
0.5,2015-01-24,14.4,11.1,3.3,rain,2015,1
0.0,2015-01-25,17.2,7.2,1.4,fog,2015,1
0.0,2015-01-26,16.1,6.1,2.2,fog,2015,1
0.8,2015-01-27,11.1,8.3,2.0,rain,2015,1
0.0,2015-01-28,12.2,5.0,1.8,fog,2015,1
0.0,2015-01-29,12.2,3.3,2.9,sun,2015,1
0.0,2015-01-30,8.3,1.1,0.8,fog,2015,1
0.0,2015-01-31,7.2,3.3,1.9,fog,2015,1
1.5,2015-02-01,9.4,4.4,2.6,rain,2015,2
7.4,2015-02-02,11.1,5.0,4.0,rain,2015,2
1.3,2015-02-03,10.0,5.6,1.9,rain,2015,2
8.4,2015-02-04,10.6,4.4,1.7,rain,2015,2
26.2,2015-02-05,13.3,8.3,4.6,rain,2015,2
17.3,2015-02-06,14.4,10.0,4.5,rain,2015,2
23.6,2015-02-07,12.2,9.4,4.6,rain,2015,2
3.6,2015-02-08,15.0,8.3,3.9,rain,2015,2
6.1,2015-02-09,13.3,8.3,2.5,rain,2015,2
0.3,2015-02-10,12.8,8.3,4.0,rain,2015,2
0.0,2015-02-11,12.8,5.6,1.0,fog,2015,2
1.0,2015-02-12,16.7,9.4,2.1,rain,2015,2
0.0,2015-02-13,15.6,6.7,1.7,fog,2015,2
0.3,2015-02-14,14.4,6.7,2.9,rain,2015,2
0.0,2015-02-15,12.2,3.9,4.8,sun,2015,2
0.0,2015-02-16,15.0,5.6,6.6,fog,2015,2
0.0,2015-02-17,16.1,4.4,4.0,sun,2015,2
0.0,2015-02-18,12.2,4.4,2.6,sun,2015,2
4.6,2015-02-19,10.6,8.3,2.2,rain,2015,2
0.8,2015-02-20,11.1,7.2,0.9,rain,2015,2
0.0,2015-02-21,12.2,5.6,4.5,sun,2015,2
0.0,2015-02-22,11.7,3.3,4.2,sun,2015,2
0.0,2015-02-23,12.8,0.6,1.4,sun,2015,2
0.0,2015-02-24,11.1,2.2,1.5,sun,2015,2
4.1,2015-02-25,10.0,6.7,1.0,rain,2015,2
9.4,2015-02-26,11.7,7.8,1.4,rain,2015,2
18.3,2015-02-27,10.0,6.7,4.0,rain,2015,2
0.0,2015-02-28,12.2,3.3,5.1,sun,2015,2
0.0,2015-03-01,11.1,1.1,2.2,sun,2015,3
0.0,2015-03-02,11.1,4.4,4.8,sun,2015,3
0.0,2015-03-03,10.6,0.0,2.1,sun,2015,3
0.0,2015-03-04,12.8,-0.5,1.8,sun,2015,3
0.0,2015-03-05,13.3,2.8,1.3,sun,2015,3
0.0,2015-03-06,15.0,3.3,1.4,sun,2015,3
0.0,2015-03-07,16.7,3.9,2.7,fog,2015,3
0.0,2015-03-08,17.2,3.9,1.7,fog,2015,3
0.0,2015-03-09,14.4,4.4,1.8,fog,2015,3
0.8,2015-03-10,13.3,5.0,2.6,rain,2015,3
2.5,2015-03-11,14.4,8.9,3.1,rain,2015,3
0.0,2015-03-12,17.8,9.4,3.2,sun,2015,3
2.0,2015-03-13,17.2,7.8,2.2,rain,2015,3
17.0,2015-03-14,13.9,9.4,3.8,rain,2015,3
55.9,2015-03-15,10.6,6.1,4.2,rain,2015,3
1.0,2015-03-16,13.9,6.1,3.0,rain,2015,3
0.8,2015-03-17,13.3,4.4,2.6,rain,2015,3
0.0,2015-03-18,15.6,7.2,2.5,sun,2015,3
0.0,2015-03-19,15.6,8.3,1.9,sun,2015,3
4.1,2015-03-20,13.9,8.9,1.9,rain,2015,3
3.8,2015-03-21,13.3,8.3,4.7,rain,2015,3
1.0,2015-03-22,11.7,6.1,2.3,rain,2015,3
8.1,2015-03-23,11.1,5.6,2.8,rain,2015,3
7.6,2015-03-24,12.8,6.1,3.9,rain,2015,3
5.1,2015-03-25,14.4,7.2,4.4,rain,2015,3
0.0,2015-03-26,20.6,10.0,2.2,sun,2015,3
1.0,2015-03-27,18.3,8.9,4.0,rain,2015,3
0.0,2015-03-28,15.6,9.4,5.7,sun,2015,3
0.0,2015-03-29,15.6,8.9,3.0,sun,2015,3
1.8,2015-03-30,17.8,10.6,2.9,rain,2015,3
1.0,2015-03-31,12.8,6.1,4.2,rain,2015,3
5.1,2015-04-01,12.8,5.6,3.2,rain,2015,4
0.0,2015-04-02,13.3,5.6,2.4,sun,2015,4
1.5,2015-04-03,11.1,5.0,3.6,rain,2015,4
0.0,2015-04-04,12.8,3.9,1.7,sun,2015,4
0.0,2015-04-05,16.7,2.8,2.4,sun,2015,4
1.0,2015-04-06,13.9,6.7,3.5,rain,2015,4
0.5,2015-04-07,14.4,6.7,3.9,rain,2015,4
0.0,2015-04-08,17.2,6.1,1.7,sun,2015,4
0.0,2015-04-09,17.2,6.1,2.3,sun,2015,4
10.9,2015-04-10,13.9,7.8,4.6,rain,2015,4
0.0,2015-04-11,11.7,5.6,6.5,sun,2015,4
0.0,2015-04-12,13.3,5.6,3.6,sun,2015,4
14.0,2015-04-13,11.7,3.9,3.6,rain,2015,4
3.3,2015-04-14,11.7,2.8,3.3,rain,2015,4
0.0,2015-04-15,13.9,3.3,2.4,sun,2015,4
0.0,2015-04-16,17.8,3.9,3.1,sun,2015,4
0.0,2015-04-17,18.9,6.1,3.6,sun,2015,4
0.0,2015-04-18,18.9,8.3,3.9,sun,2015,4
0.0,2015-04-19,21.1,8.3,3.6,sun,2015,4
0.0,2015-04-20,22.8,7.8,2.6,sun,2015,4
5.6,2015-04-21,17.2,6.7,3.4,rain,2015,4
0.0,2015-04-22,15.6,5.0,2.3,sun,2015,4
3.0,2015-04-23,12.2,6.7,4.1,rain,2015,4
3.3,2015-04-24,12.2,6.1,5.0,rain,2015,4
1.3,2015-04-25,13.3,5.6,3.0,rain,2015,4
0.0,2015-04-26,15.6,4.4,2.7,fog,2015,4
0.3,2015-04-27,25.0,10.6,2.3,rain,2015,4
1.8,2015-04-28,15.6,8.9,4.3,rain,2015,4
0.0,2015-04-29,16.1,7.2,4.7,sun,2015,4
0.0,2015-04-30,17.2,7.8,2.1,sun,2015,4
0.0,2015-05-01,18.3,8.9,3.7,sun,2015,5
0.0,2015-05-02,18.3,7.8,3.7,sun,2015,5
0.0,2015-05-03,20.6,7.8,2.6,sun,2015,5
0.0,2015-05-04,17.2,7.2,5.2,sun,2015,5
6.1,2015-05-05,14.4,7.2,5.1,rain,2015,5
0.0,2015-05-06,16.7,7.2,2.6,fog,2015,5
0.0,2015-05-07,20.6,6.1,3.0,sun,2015,5
0.0,2015-05-08,23.9,8.3,3.0,sun,2015,5
0.0,2015-05-09,26.7,9.4,2.6,sun,2015,5
0.0,2015-05-10,19.4,11.1,2.8,sun,2015,5
0.0,2015-05-11,13.9,10.0,2.5,fog,2015,5
4.3,2015-05-12,15.6,10.6,3.3,rain,2015,5
4.1,2015-05-13,12.2,10.0,2.8,rain,2015,5
0.3,2015-05-14,17.8,9.4,2.0,rain,2015,5
0.0,2015-05-15,20.0,9.4,2.8,fog,2015,5
0.0,2015-05-16,15.6,11.1,3.0,sun,2015,5
0.0,2015-05-17,19.4,10.6,2.1,sun,2015,5
0.0,2015-05-18,25.6,12.2,3.0,sun,2015,5
0.0,2015-05-19,21.7,11.7,2.6,sun,2015,5
0.0,2015-05-20,23.3,10.6,1.8,fog,2015,5
0.0,2015-05-21,25.6,11.7,2.1,sun,2015,5
0.0,2015-05-22,16.7,11.7,3.7,sun,2015,5
0.0,2015-05-23,16.1,11.7,2.6,sun,2015,5
0.0,2015-05-24,17.8,11.1,2.7,sun,2015,5
0.0,2015-05-25,15.6,11.1,2.7,sun,2015,5
0.0,2015-05-26,21.7,11.7,2.1,sun,2015,5
0.0,2015-05-27,24.4,11.7,1.8,sun,2015,5
0.0,2015-05-28,27.8,12.2,2.1,sun,2015,5
0.0,2015-05-29,26.1,12.8,2.5,sun,2015,5
0.0,2015-05-30,22.8,10.0,2.5,sun,2015,5
0.0,2015-05-31,25.0,11.7,2.2,sun,2015,5
4.6,2015-06-01,16.1,11.7,3.4,rain,2015,6
0.5,2015-06-02,17.8,12.8,5.0,rain,2015,6
0.0,2015-06-03,20.0,11.7,3.0,sun,2015,6
0.0,2015-06-04,22.8,11.7,3.9,sun,2015,6
0.0,2015-06-05,26.7,12.8,4.3,sun,2015,6
0.0,2015-06-06,29.4,13.3,2.6,sun,2015,6
0.0,2015-06-07,31.1,15.6,3.2,sun,2015,6
0.0,2015-06-08,30.6,14.4,3.5,sun,2015,6
0.0,2015-06-09,28.9,14.4,2.7,sun,2015,6
0.0,2015-06-10,25.6,11.1,3.0,sun,2015,6
0.0,2015-06-11,24.4,11.1,3.5,sun,2015,6
0.0,2015-06-12,20.0,11.7,2.3,sun,2015,6
0.0,2015-06-13,23.9,9.4,2.6,sun,2015,6
0.0,2015-06-14,27.8,11.7,3.7,sun,2015,6
0.0,2015-06-15,30.0,16.1,3.5,drizzle,2015,6
0.0,2015-06-16,22.8,11.1,3.0,sun,2015,6
0.0,2015-06-17,25.0,11.1,3.1,sun,2015,6
0.0,2015-06-18,24.4,13.9,3.0,sun,2015,6
0.5,2015-06-19,23.9,13.3,3.2,rain,2015,6
0.0,2015-06-20,25.0,12.8,4.3,sun,2015,6
0.0,2015-06-21,25.6,13.9,3.4,sun,2015,6
0.0,2015-06-22,25.0,12.8,2.4,sun,2015,6
0.0,2015-06-23,26.1,11.7,2.4,sun,2015,6
0.0,2015-06-24,25.6,16.1,2.6,sun,2015,6
0.0,2015-06-25,30.6,15.6,3.0,sun,2015,6
0.0,2015-06-26,31.7,17.8,4.7,sun,2015,6
0.0,2015-06-27,33.3,17.2,3.9,sun,2015,6
0.3,2015-06-28,28.3,18.3,2.1,rain,2015,6
0.0,2015-06-29,28.9,17.2,2.7,sun,2015,6
0.0,2015-06-30,30.6,15.0,3.4,fog,2015,6
0.0,2015-07-01,32.2,17.2,4.3,sun,2015,7
0.0,2015-07-02,33.9,17.8,3.4,sun,2015,7
0.0,2015-07-03,33.3,17.8,2.6,sun,2015,7
0.0,2015-07-04,33.3,15.0,2.9,sun,2015,7
0.0,2015-07-05,32.8,16.7,2.1,sun,2015,7
0.0,2015-07-06,29.4,15.6,3.2,drizzle,2015,7
0.0,2015-07-07,27.2,13.9,2.4,sun,2015,7
0.0,2015-07-08,30.0,14.4,1.9,drizzle,2015,7
0.0,2015-07-09,28.9,14.4,3.4,sun,2015,7
0.0,2015-07-10,21.1,16.7,3.7,sun,2015,7
0.0,2015-07-11,22.2,16.7,3.0,sun,2015,7
0.0,2015-07-12,26.1,16.7,2.2,sun,2015,7
0.0,2015-07-13,25.6,16.1,3.1,sun,2015,7
0.0,2015-07-14,27.8,16.1,3.3,sun,2015,7
0.0,2015-07-15,26.1,14.4,3.2,sun,2015,7
0.0,2015-07-16,26.1,15.0,2.8,sun,2015,7
0.0,2015-07-17,27.8,13.9,3.3,sun,2015,7
0.0,2015-07-18,33.3,17.8,3.4,sun,2015,7
0.0,2015-07-19,35.0,17.2,3.3,sun,2015,7
0.0,2015-07-20,26.7,16.7,3.9,sun,2015,7
0.0,2015-07-21,23.9,15.0,2.4,sun,2015,7
0.0,2015-07-22,23.9,13.9,2.8,sun,2015,7
0.0,2015-07-23,26.1,14.4,1.9,sun,2015,7
0.3,2015-07-24,22.8,13.3,3.8,rain,2015,7
0.0,2015-07-25,21.1,14.4,2.4,fog,2015,7
2.0,2015-07-26,22.2,13.9,2.6,rain,2015,7
0.0,2015-07-27,23.3,12.2,1.9,fog,2015,7
0.0,2015-07-28,27.8,13.9,3.4,sun,2015,7
0.0,2015-07-29,32.2,14.4,3.8,sun,2015,7
0.0,2015-07-30,34.4,17.2,3.5,sun,2015,7
0.0,2015-07-31,34.4,17.8,2.6,sun,2015,7
0.0,2015-08-01,33.3,15.6,3.1,sun,2015,8
0.0,2015-08-02,30.6,16.1,2.0,sun,2015,8
0.0,2015-08-03,28.3,17.2,2.3,sun,2015,8
0.0,2015-08-04,26.1,14.4,2.6,fog,2015,8
0.0,2015-08-05,23.3,12.2,3.5,sun,2015,8
0.0,2015-08-06,25.0,15.0,2.9,sun,2015,8
0.0,2015-08-07,28.3,15.6,3.7,sun,2015,8
0.0,2015-08-08,25.0,15.6,3.6,fog,2015,8
0.0,2015-08-09,28.3,15.0,2.2,sun,2015,8
0.0,2015-08-10,28.9,16.1,2.4,sun,2015,8
0.0,2015-08-11,30.0,16.7,4.4,sun,2015,8
7.6,2015-08-12,28.3,16.7,2.7,rain,2015,8
0.0,2015-08-13,28.3,15.6,2.2,sun,2015,8
30.5,2015-08-14,18.3,15.0,5.2,rain,2015,8
0.0,2015-08-15,21.7,13.9,3.7,sun,2015,8
0.0,2015-08-16,25.0,14.4,3.7,sun,2015,8
0.0,2015-08-17,27.2,13.9,3.0,sun,2015,8
0.0,2015-08-18,30.0,15.0,3.0,sun,2015,8
0.0,2015-08-19,31.7,16.1,2.1,drizzle,2015,8
2.0,2015-08-20,22.8,14.4,4.2,rain,2015,8
0.0,2015-08-21,22.2,14.4,2.6,sun,2015,8
0.0,2015-08-22,26.7,12.2,2.5,drizzle,2015,8
0.0,2015-08-23,27.8,13.9,1.8,drizzle,2015,8
0.0,2015-08-24,23.9,12.2,2.3,sun,2015,8
0.0,2015-08-25,25.6,12.2,3.4,sun,2015,8
0.0,2015-08-26,28.3,13.9,1.7,sun,2015,8
0.0,2015-08-27,29.4,14.4,2.1,sun,2015,8
0.5,2015-08-28,23.3,15.6,2.6,rain,2015,8
32.5,2015-08-29,22.2,13.3,5.8,rain,2015,8
10.2,2015-08-30,20.0,12.8,4.7,rain,2015,8
0.0,2015-08-31,18.9,16.1,5.8,sun,2015,8
5.8,2015-09-01,19.4,13.9,5.0,rain,2015,9
0.0,2015-09-02,19.4,11.1,3.8,sun,2015,9
0.0,2015-09-03,18.3,10.6,2.9,sun,2015,9
0.0,2015-09-04,18.3,10.0,2.9,sun,2015,9
